,title,author,VR,VFA,RPA,RCA,OA
0,daisy1,Hsieh,0.9953068592057762,0.7587006960556845,0.9122743682310469,0.9397111913357401,0.7530286343612335
1,daisy2,Hsieh,0.9968503937007874,0.8211382113821138,0.8951181102362205,0.9256692913385827,0.7788918205804749
2,daisy3,Hsieh,1.0,0.0,0.9628493524199045,0.9706884798909339,0.9628493524199045
3,daisy4,Hsieh,0.9992138364779874,0.0,0.97562893081761,0.97562893081761,0.9756767359748921
4,opera_fem2,Hsieh,0.9902957486136784,0.5163398692810458,0.6853049907578558,0.6973197781885397,0.640850144092219
5,opera_fem4,Hsieh,0.9875862068965517,0.8648648648648649,0.7609195402298851,0.7728735632183908,0.7029620358781811
6,opera_male3,Hsieh,0.8950980392156863,0.39378238341968913,0.6251633986928105,0.6555555555555556,0.6230412071967498
7,opera_male5,Hsieh,0.9499700419412822,0.3188405797101449,0.8277411623726783,0.8487118034751349,0.809212248102591
8,pop1,Hsieh,0.9840916321985365,0.7282184655396619,0.811326757874642,0.818326439707286,0.7052658486707567
9,pop2,Hsieh,0.9753036437246964,0.6988636363636364,0.8732793522267206,0.8753036437246964,0.7229850746268657
10,pop3,Hsieh,0.8634686346863468,0.14227642276422764,0.8151291512915129,0.8317343173431734,0.824245939675174
11,pop4,Hsieh,0.9380530973451328,0.2648171500630517,0.917290673927842,0.9234172906739279,0.878584829804342
12,daisy1,Salamon,0.9375451263537906,0.029002320185614848,0.9638989169675091,0.9638989169675091,0.9366740088105727
13,daisy2,Salamon,0.904251968503937,0.024390243902439025,0.9502362204724409,0.9502362204724409,0.9118733509234829
14,daisy3,Salamon,0.8224267211997274,0.0,0.8438991138377642,0.8438991138377642,0.8207225630538514
15,daisy4,Salamon,0.8694968553459119,0.0,0.8962264150943396,0.8962264150943396,0.8681836014123185
16,opera_fem2,Salamon,0.7929759704251387,0.1111111111111111,0.7768022181146026,0.7768022181146026,0.7492795389048992
17,opera_fem4,Salamon,0.8390804597701149,0.018018018018018018,0.8289655172413793,0.8289655172413793,0.8060075093867334
18,opera_male3,Salamon,0.6496732026143791,0.11398963730569948,0.3627450980392157,0.6362745098039215,0.3801508995937319
19,opera_male5,Salamon,0.8037747153984421,0.043478260869565216,0.8493109646494907,0.8699820251647693,0.8045014394137661
20,pop1,Salamon,0.7483296213808464,0.37451235370611186,0.5583837098313713,0.5647470569519567,0.516359918200409
21,pop2,Salamon,0.645748987854251,0.5056818181818182,0.6036437246963563,0.6174089068825911,0.417910447761194
22,pop3,Salamon,0.8538745387453874,0.12872628726287264,0.7856088560885609,0.8313653136531365,0.755800464037123
23,pop4,Salamon,0.9149081007488087,0.1034047919293821,0.911504424778761,0.911504424778761,0.8965424819083355
24,daisy1,Bittner,0.9624548736462094,0.8062645011600929,0.8075812274368231,0.868231046931408,0.6426211453744494
25,daisy2,Bittner,0.8667716535433071,0.767479674796748,0.7823622047244094,0.8894488188976378,0.6345646437994723
26,daisy3,Bittner,0.9301295160190866,0.0,0.961826857532379,0.9768234492160872,0.9038854805725971
27,daisy4,Bittner,0.9779874213836478,0.0,0.9976415094339622,0.9976415094339622,0.9776382895253041
28,opera_fem2,Bittner,0.9015711645101664,0.33986928104575165,0.8572088724584104,0.8572088724584104,0.7896253602305475
29,opera_fem4,Bittner,0.9370114942528736,0.6306306306306306,0.9094252873563219,0.9094252873563219,0.83729662077597
30,opera_male3,Bittner,0.4761437908496732,0.15544041450777202,0.5104575163398692,0.6741830065359478,0.418165989553105
31,opera_male5,Bittner,0.7486518873576993,0.18426501035196688,0.7366686638705812,0.8690832834032355,0.6561109657157812
32,pop1,Bittner,0.7247852370346802,0.21976592977893367,0.7499204581609927,0.7658288259624563,0.6694785276073619
33,pop2,Bittner,0.7336032388663968,0.37272727272727274,0.7546558704453441,0.7736842105263158,0.6549253731343283
34,pop3,Bittner,0.8749077490774908,0.2859078590785908,0.8841328413284133,0.8959409594095941,0.8039443155452436
35,pop4,Bittner,0.8267528931245746,0.6645649432534678,0.8056501021102791,0.8185840707964602,0.6617528812650764
36,daisy1,Kum,0.9787003610108304,0.3004640371229698,0.959927797833935,0.9631768953068592,0.8981277533039648
37,daisy2,Kum,0.9628346456692913,0.11382113821138211,0.9417322834645669,0.9499212598425197,0.9327176781002638
38,daisy3,Kum,0.7569870483980914,0.0,0.6431492842535788,0.7535787321063395,0.6431492842535788
39,daisy4,Kum,0.9740566037735849,0.0,0.9516509433962265,0.9599056603773585,0.9517457826598666
40,opera_fem2,Kum,0.8271719038817006,0.16176470588235295,0.7028650646950092,0.7601663585951941,0.7327089337175793
41,opera_fem4,Kum,0.8767816091954023,0.009009009009009009,0.7852873563218391,0.7958620689655173,0.8043387567793074
42,opera_male3,Kum,0.7611111111111111,0.046632124352331605,0.6754901960784314,0.6869281045751634,0.7066163668020894
43,opera_male5,Kum,0.933193529059317,0.004140786749482402,0.9017375674056322,0.9035350509286998,0.9136351740382099
44,pop1,Kum,0.9013681196309259,0.24577373211963588,0.8310531339484569,0.8396436525612472,0.8159509202453987
45,pop2,Kum,0.9364372469635628,0.32045454545454544,0.8785425101214575,0.8838056680161943,0.8262686567164179
46,pop3,Kum,0.8859778597785978,0.0013550135501355014,0.8586715867158672,0.870110701107011,0.888631090487239
47,pop4,Kum,0.865214431586113,0.14880201765447668,0.8502382573179034,0.8560245064669844,0.8504422406861432
48,daisy1,Cao,0.9790613718411553,0.3700696055684455,0.8223826714801444,0.8505415162454874,0.7767070484581498
49,daisy2,Cao,0.9788976377952756,0.44878048780487806,0.9058267716535433,0.9086614173228347,0.8482849604221636
50,daisy3,Cao,0.9696659850034083,0.0,0.84560327198364,0.8599182004089979,0.84560327198364
51,daisy4,Cao,0.9933176100628931,1.0,0.9150943396226415,0.9154874213836478,0.9132993330717929
52,opera_fem2,Cao,0.6963955637707948,0.09967320261437909,0.4602587800369686,0.5226432532347505,0.5572766570605188
53,opera_fem4,Cao,0.8202298850574713,0.18018018018018017,0.5986206896551725,0.6096551724137931,0.6191072173550272
54,opera_male3,Cao,0.5673202614379085,0.02072538860103627,0.30392156862745096,0.37712418300653594,0.379570516540917
55,opera_male5,Cao,0.7615338526063511,0.004140786749482402,0.49910125823846613,0.5835829838226483,0.5618947919392829
56,pop1,Cao,0.8215081132675788,0.2834850455136541,0.6239261851734013,0.6363347120585428,0.6421267893660532
57,pop2,Cao,0.8748987854251012,0.5261363636363636,0.697165991902834,0.705668016194332,0.6385074626865672
58,pop3,Cao,0.6228782287822878,0.032520325203252036,0.5033210332103321,0.5387453874538746,0.6026682134570766
59,pop4,Cao,0.7648059904697073,0.021437578814627996,0.6991150442477876,0.720217835262083,0.7585097829000268
60,daisy1,Feng,0.9906137184115523,0.5928074245939675,0.8552346570397112,0.8981949458483754,0.748898678414097
