,author,VR,VFA,RPA,RCA,OA
0,Salamon,0.7769173049058756,0.34141089063729135,0.6625590659020317,0.7782017561090303,0.59333823005698
0,Bittner,0.8055440411016659,0.4492508273350353,0.8189022821265739,0.8252507740650711,0.6232735551485552
0,Hsieh,0.9196757500518475,0.5197168680256739,0.754676601631542,0.7667905111750215,0.6604084312678062
0,Kum,0.5340738367696062,0.199615000794508,0.42977595556734216,0.46214121995057644,0.5492773834961335
0,MultiDNN_phase,0.04414305713248978,0.016946615755586137,0.02016741745942651,0.09082880894003265,0.4017310554029304
0,MultiDNN_RNN_phase,0.0,0.0,0.0,0.06969402622632345,0.39108993437118433
