,title,author,VR,VFA,RPA,RCA,OA
0,train10,Salamon,0.9894657637321295,0.3372228704784131,0.908201655379985,0.90895410082769,0.7461538461538462
1,train11,Salamon,0.7299660029140359,0.37786774628879893,0.8198154443904808,0.8630403108305003,0.675
2,train12,Salamon,0.8063492063492064,0.21145038167938932,0.8576719576719577,0.8576719576719577,0.778125
3,train13MIDI,Salamon,0.581888246628131,0.4391025641025641,0.06454720616570328,0.48314065510597304,0.17407407407407408
4,train10,Bittner,0.8818660647103085,0.42512640995721507,0.8630549285176825,0.8675696012039127,0.647948717948718
5,train11,Bittner,0.7416221466731423,0.40215924426450744,0.9334628460417679,0.9373482272948033,0.6910714285714286
6,train12,Bittner,0.9079365079365079,0.5450381679389313,0.8687830687830688,0.8756613756613757,0.67
7,train13MIDI,Bittner,0.6907514450867052,0.42467948717948717,0.6103082851637764,0.6204238921001927,0.4840740740740741
8,train10,Hsieh,0.8878856282919488,0.1940879035394788,0.7697516930022573,0.781790820165538,0.7935897435897435
9,train11,Hsieh,0.9451189898008742,0.5060728744939271,0.9033511413307431,0.9116075764934434,0.795
10,train12,Hsieh,0.9767195767195768,0.8931297709923665,0.808994708994709,0.8222222222222222,0.5215625
11,train13MIDI,Hsieh,0.8689788053949904,0.4855769230769231,0.5366088631984586,0.5515414258188824,0.5314814814814814
12,train10,Kum,0.7878103837471784,0.08323609490470633,0.7291196388261851,0.7291196388261851,0.8528205128205129
13,train11,Kum,0.2855755220981059,0.10796221322537113,0.2855755220981059,0.38805245264691596,0.44607142857142856
14,train12,Kum,0.6,0.3893129770992366,0.4158730158730159,0.44285714285714284,0.495625
15,train13MIDI,Kum,0.46290944123314065,0.21794871794871795,0.2885356454720617,0.2885356454720617,0.4025925925925926
16,train10,MultiDNN_phase,0.0030097817908201654,0.0007779074290159471,0.0015048908954100827,0.0015048908954100827,0.6592307692307692
17,train11,MultiDNN_phase,0.01651287032540068,0.004048582995951417,0.009713453132588635,0.2855755220981059,0.27071428571428574
18,train12,MultiDNN_phase,0.021693121693121695,0.006870229007633588,0.006349206349206349,0.01216931216931217,0.4103125
19,train13MIDI,MultiDNN_phase,0.13535645472061658,0.05608974358974359,0.06310211946050097,0.0640655105973025,0.26666666666666666
20,train10,MultiDNN_RNN_phase,0.0,0.0,0.0,0.0,0.6592307692307692
21,train11,MultiDNN_RNN_phase,0.0,0.0,0.0,0.2787761049052938,0.2646428571428571
22,train12,MultiDNN_RNN_phase,0.0,0.0,0.0,0.0,0.409375
23,train13MIDI,MultiDNN_RNN_phase,0.0,0.0,0.0,0.0,0.2311111111111111
