,author,VR,VFA,RPA,RCA,OA
0,Salamon,0.603680329015768,0.3848748356016346,0.27963210093313356,0.5690322535989071,0.23488230068566315
0,Bittner,0.6140375275042935,0.48995142029059263,0.5186145964448685,0.6936864899683671,0.4075044059040343
0,Hsieh,0.7713788778843539,0.6276309639454979,0.27454528933585964,0.4907744841596226,0.28606483853375314
0,Kum,0.5343375214090071,0.28974602451760784,0.1774704526862564,0.413317709999594,0.21759945554128746
0,MultiDNN,0.415651901483917,0.2691644714184666,0.12666742227861638,0.31066842833468805,0.16840400046074266
