,title,author,VR,VFA,RPA,RCA,OA
0,jazz1,Salamon,0.8529411764705882,0.03816793893129771,0.8567608861726509,0.8567608861726509,0.8291666666666667
1,jazz2,Salamon,0.8084131611828405,0.3244274809160305,0.7571845064556435,0.7571845064556435,0.745399924896733
2,jazz3,Salamon,0.9143206854345165,0.07809110629067245,0.9302325581395349,0.9302325581395349,0.9107981220657277
3,jazz4,Salamon,0.9072550486163051,0.09343434343434344,0.9094988780852655,0.9094988780852655,0.8984420080784766
4,midi1,Salamon,0.3850335785097538,0.0,0.31371921969939237,0.54972817396866,0.24502112251056127
5,midi2,Salamon,0.7731416549789621,0.0,0.9232117812061711,0.9232117812061711,0.7670275934334614
6,midi3,Salamon,0.6711816907986922,0.031914893617021274,0.805464736104624,0.8187762727697337,0.6364259597806216
7,midi4,Salamon,0.39272593681116824,0.042444821731748725,0.5139603232916973,0.7064658339456282,0.37964361220175175
8,jazz1,Bittner,0.7559205500381971,0.0648854961832061,0.7704354469060352,0.7910618792971734,0.7045138888888889
9,jazz2,Bittner,0.78009162848813,0.5076335877862596,0.7446897126197418,0.7825905872553103,0.6522718738265114
10,jazz3,Bittner,0.8653610771113831,0.2299349240780911,0.9118727050183598,0.9265605875152999,0.8086854460093896
11,jazz4,Bittner,0.8421839940164547,0.047979797979797977,0.881077038145101,0.9229618548990277,0.825735718407386
12,midi1,Bittner,0.5206267988487369,0.0,0.7783818356251999,0.8362647905340582,0.5265540132770067
13,midi2,Bittner,0.8513323983169705,0.09090909090909091,0.9035764375876578,0.9225105189340813,0.8208173244848062
14,midi3,Bittner,0.7519850537132181,0.10638297872340426,0.7898178421298458,0.811303129378795,0.6946983546617916
15,midi4,Bittner,0.5973548861131521,0.08149405772495756,0.7468772961058046,0.8096987509184423,0.6354575656901238
16,jazz1,Hsieh,0.8819709702062644,0.14122137404580154,0.7551566080977846,0.8036669213139801,0.7645833333333333
17,jazz2,Hsieh,0.9054560599750104,0.31297709923664124,0.7775926697209496,0.7896709704289879,0.7686819376642884
18,jazz3,Hsieh,0.9204406364749081,0.3958785249457701,0.7974296205630355,0.8561811505507956,0.7276995305164319
19,jazz4,Hsieh,0.8885564697083022,0.13131313131313133,0.8384442782348541,0.8511593118922962,0.8453548759376803
20,midi1,Hsieh,0.7511992324912057,0.4117647058823529,0.612408058842341,0.6632555164694596,0.6110440555220278
21,midi2,Hsieh,0.9838709677419355,0.09090909090909091,0.8916549789621319,0.8990182328190743,0.8917219699615787
22,midi3,Hsieh,0.9371788883699206,0.0851063829787234,0.6506305464736105,0.7211583372255955,0.6563071297989032
23,midi4,Hsieh,0.7905951506245408,0.166383701188455,0.6756061719324027,0.7274063188831741,0.7037148897614014
24,jazz1,Kum,0.6772345301757067,0.05343511450381679,0.6722689075630253,0.6745607333842628,0.6972222222222222
25,jazz2,Kum,0.7280299875052062,0.07251908396946564,0.6917950853810912,0.7080383173677635,0.7149831017649267
26,jazz3,Kum,0.817625458996328,0.0,0.8115055079559363,0.8170134638922889,0.8794992175273866
27,jazz4,Kum,0.5729244577412117,0.0,0.5654450261780105,0.5699326851159312,0.6647432198499712
28,midi1,Kum,0.0,0.0,0.0,0.013751199232491206,0.056427278213639104
29,midi2,Kum,0.6914446002805049,0.0,0.6525245441795231,0.6788218793828892,0.6538595878449179
30,midi3,Kum,0.4771134983652499,0.02127659574468085,0.46567024754787484,0.4950957496496964,0.476691042047532
31,midi4,Kum,0.0,0.0,0.0,0.004041146216017634,0.17789187556629418
32,jazz1,MultiDNN,0.8326967150496563,0.22519083969465647,0.7165775401069518,0.7754010695187166,0.721875
33,jazz2,MultiDNN,0.8604748021657642,0.3282442748091603,0.7771761765930862,0.7771761765930862,0.7668043559894856
34,jazz3,MultiDNN,0.8108935128518971,0.3926247288503254,0.37270501835985315,0.6597307221542228,0.45735524256651017
35,jazz4,MultiDNN,0.9543754674644727,0.32323232323232326,0.9117427075542259,0.9177262528047868,0.8580496249278707
36,midi1,MultiDNN,0.17428845538855134,0.12299465240641712,0.03197953309881676,0.06459865685960985,0.07966203983101991
37,midi2,MultiDNN,0.9582748948106592,0.2727272727272727,0.5669705469845723,0.8748246844319776,0.5675864477820468
38,midi3,MultiDNN,0.9673049976646427,0.3191489361702128,0.5382998598785614,0.7370387669313405,0.5413619744058501
39,midi4,MultiDNN,0.14474650991917706,0.13921901528013583,0.0213078618662748,0.05290227773695812,0.1706433101781939
40,jazz1,MultiDNN_RNN,0.8174178762414056,0.0,0.7964094728800611,0.8002291825821237,0.8149305555555556
41,jazz2,MultiDNN_RNN,0.9429404414827155,0.32061068702290074,0.8717201166180758,0.8750520616409829,0.8527975966954563
42,jazz3,MultiDNN_RNN,0.8898408812729498,0.05422993492407809,0.8482252141982864,0.8506731946144431,0.8834115805946792
43,jazz4,MultiDNN_RNN,0.9274495138369484,0.29292929292929293,0.8586387434554974,0.8631264023934181,0.8240046162723601
44,midi1,MultiDNN_RNN,0.0,0.0,0.0,0.013751199232491206,0.056427278213639104
45,midi2,MultiDNN_RNN,0.4488078541374474,0.0,0.3390603085553997,0.3397615708274895,0.3415997205728257
46,midi3,MultiDNN_RNN,0.06982718355908454,0.05319148936170213,0.0338626809901915,0.12727697337692667,0.05347349177330896
47,midi4,MultiDNN_RNN,0.0,0.0,0.0,0.004041146216017634,0.17789187556629418
