,author,VR,VFA,RPA,RCA,OA
0,Salamon,0.8697747719438818,0.22818299561740554,0.8043358517546295,0.8170932689009441,0.7683787308461807
0,Bittner,0.7912088351438866,0.24517303877312088,0.8012135712290445,0.8230290036591882,0.7362882244652444
0,Hsieh,0.9484947495049639,0.42152247705960744,0.7508639338008822,0.7640604191854323,0.6885398672205405
0,Lu,0.8736614350455026,0.07859173927220235,0.8089726989877162,0.8251163505280914,0.8492070742907973
0,MultiDNN,0.7562018766757644,0.07483646724731213,0.7037654908614939,0.7193737920057913,0.7893218740261185
0,MultiDNN_RNN,0.7895972888192166,0.07301978836086503,0.7321835127366305,0.7425428889823223,0.8087087582288629
0,MultiDNN_phase,0.6568219984566509,0.08226452042717226,0.5896341809276522,0.6110018812893032,0.7118470235539421
0,MultiDNN_RNN_phase,0.723448653303293,0.10811533908528123,0.6374860975416001,0.6558673524093311,0.7370695238871047
