,OA,RCA,RPA,VFA,VR,author
0,0.53415943439708,0.6654610058997158,0.5261401062916585,0.32845438353326933,0.7574835615144137,Salamon
1,0.4133718952100677,0.7400982729395355,0.6336952242231203,0.9316316593379674,0.9931186114722863,Durrieu
2,0.6270445941218549,0.7491256927096536,0.6813123901212454,0.2683451961729466,0.6724278385973406,Bittner
