,OA,RCA,RPA,VFA,VR,author
0,0.7200834462392366,0.8037193613838355,0.7699581540239226,0.10853158114289056,0.778972524737519,Salamon
1,0.6449197660135492,0.8025766227195806,0.7593996536075915,0.8685484663554218,0.9926484144556353,Durrieu
2,0.7158735894563277,0.8548881807925982,0.8141493950763735,0.27780677253580166,0.7962440513972977,Bittner
